ApprovalID,ReportID,StepOrder,StepName,ApproverID,ApproverName,Decision,DecisionTimestamp,Comment
APR-37,006bf563-aa07-4727-9a48-2cafc07bb6c3,1.0,Manager,manager_a748dbcf@example.com,Mrs. Jennifer Morgan,REJECT,2025-01-06T21:00:00,
APR-38,006bf563-aa07-4727-9a48-2cafc07bb6c3,2.0,Finance,finance_310c0c00@example.com,Jerry Henderson,APPROVE,2025-01-13T01:00:00,
APR-39,00777b46-8878-4d4d-b86c-24dbdb0b8d71,1.0,Manager,manager_dfde4fbf@example.com,Jessica Callahan,REJECT,2025-05-31T23:00:00,
APR-41,007ff11d-3be2-4ddc-8780-d952cfe6b953,1.1,Manager_RESUBMIT,manager_a6f2f7b8@example.com,Dr. Tracy House DVM,RESUBMITTED,2024-02-24T16:00:00,Resubmitted by owner after additional docs
APR-41,007ff11d-3be2-4ddc-8780-d952cfe6b953,1.0,Manager,manager_a6f2f7b8@example.com,Dr. Tracy House DVM,REJECT,2024-02-25T16:00:00,Sent back for more receipts/details. Final decision: REJECT.
APR-42,007ff11d-3be2-4ddc-8780-d952cfe6b953,2.0,DeptHead,depthead_7b3a4e3e@example.com,James Brown,APPROVE,2024-02-28T07:00:00,
APR-43,007ff11d-3be2-4ddc-8780-d952cfe6b953,3.0,Finance,finance_63f2ae24@example.com,Richard Gibson,APPROVE,2024-03-01T12:00:00,
APR-44,0081de6a-c87f-40c2-935c-d98921a92166,1.0,Manager,manager_bb026576@example.com,Kristi Higgins MD,APPROVE,2024-01-02T09:00:00,
APR-45,0081de6a-c87f-40c2-935c-d98921a92166,2.0,Finance_Recon,finance_0ef8c2d6@example.com,Kimberly Adkins,APPROVE,2024-01-03T01:00:00,Finance reconciliation completed
APR-47,00826cac-fad4-4002-8f54-ca275b152e39,1.1,Manager_RESUBMIT,manager_7a0ecfea@example.com,Sarah Moore,RESUBMITTED,2023-10-21T02:00:00,Resubmitted by owner after additional docs
APR-47,00826cac-fad4-4002-8f54-ca275b152e39,1.0,Manager,manager_7a0ecfea@example.com,Sarah Moore,APPROVE,2023-10-22T02:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-48,00826cac-fad4-4002-8f54-ca275b152e39,2.0,Finance_Recon,finance_d9f195d0@example.com,Kurt Leonard,APPROVE,2023-10-26T21:00:00,Finance reconciliation completed
APR-49,00869cf4-9e72-4f07-9cd4-c65f3ee47d75,1.0,Manager,manager_f10c718b@example.com,Danielle Wheeler,APPROVE,2024-02-25T08:00:00,
APR-51,00869cf4-9e72-4f07-9cd4-c65f3ee47d75,2.1,DeptHead_RESUBMIT,depthead_a8499b92@example.com,Kelly Donovan,RESUBMITTED,2024-03-03T05:00:00,Resubmitted by owner after additional docs
APR-51,00869cf4-9e72-4f07-9cd4-c65f3ee47d75,2.0,DeptHead,depthead_a8499b92@example.com,Kelly Donovan,APPROVE,2024-03-05T05:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-52,00869cf4-9e72-4f07-9cd4-c65f3ee47d75,3.0,Finance,finance_506e5a9a@example.com,James Powers,APPROVE,2024-03-12T03:00:00,
APR-53,00869cf4-9e72-4f07-9cd4-c65f3ee47d75,4.0,Finance_Recon,finance_edd4253b@example.com,Angel Ellis,APPROVE,2024-03-16T13:00:00,Finance reconciliation completed
APR-54,00972501-ccfb-4ee4-961c-609725baef69,1.0,Manager,manager_19985f15@example.com,Daniel Baker,APPROVE,2025-09-09T02:00:00,
APR-55,00972501-ccfb-4ee4-961c-609725baef69,2.0,Finance_Recon,finance_119c4ea3@example.com,Jaclyn Moore,APPROVE,2025-09-11T16:00:00,Finance reconciliation completed
APR-56,00a1fc81-3eef-44da-a261-b7a327834c06,1.0,Manager,manager_4d71c366@example.com,Victoria Valdez,APPROVE,2025-08-27T02:00:00,
APR-58,00a1fc81-3eef-44da-a261-b7a327834c06,2.1,Finance_RESUBMIT,finance_8dfa6a56@example.com,Matthew Mcmillan,RESUBMITTED,2025-08-29T08:00:00,Resubmitted by owner after additional docs
APR-58,00a1fc81-3eef-44da-a261-b7a327834c06,2.0,Finance,finance_8dfa6a56@example.com,Matthew Mcmillan,REJECT,2025-08-30T08:00:00,Sent back for more receipts/details. Final decision: REJECT.
APR-59,00a93cd2-14b7-4859-8ef1-3446e5b8244d,1.0,Manager,manager_e3c43657@example.com,Juan Nelson,APPROVE,2024-07-23T17:00:00,
APR-60,00a93cd2-14b7-4859-8ef1-3446e5b8244d,2.0,Finance,finance_57c700aa@example.com,Mark Baker,APPROVE,2024-07-29T21:00:00,
APR-61,00a93cd2-14b7-4859-8ef1-3446e5b8244d,3.0,Finance_Recon,finance_e87d1c78@example.com,Anna Henderson,APPROVE,2024-08-03T04:00:00,Finance reconciliation completed
APR-62,00a94503-7be4-4cff-b0af-0d9a3570c7da,1.0,Manager,manager_5563f616@example.com,Mandy Green,APPROVE,2024-09-05T21:00:00,
APR-63,00a94503-7be4-4cff-b0af-0d9a3570c7da,2.0,Finance_Recon,finance_b4a69f3c@example.com,Adam Jones,APPROVE,2024-09-10T01:00:00,Finance reconciliation completed
APR-64,00a97283-8eb4-4650-bc2e-9e06f5c12e10,1.0,Manager,manager_26286bfb@example.com,Sandra Aguilar,APPROVE,2025-02-01T01:00:00,
APR-65,00a97283-8eb4-4650-bc2e-9e06f5c12e10,2.0,Finance_Recon,finance_0ab54bde@example.com,Steven Flynn,APPROVE,2025-02-02T19:00:00,Finance reconciliation completed
APR-66,00c0fc9e-b9e8-4a54-8e9d-d38ef35d839c,1.0,Manager,manager_5b9962c6@example.com,David Garcia,APPROVE,2025-07-23T10:00:00,
APR-67,00c0fc9e-b9e8-4a54-8e9d-d38ef35d839c,2.0,Finance_Recon,finance_dfed2c43@example.com,Marc Moore,APPROVE,2025-07-24T17:00:00,Finance reconciliation completed
APR-68,00cf9c8c-9f01-483a-ad87-71a4cf5ba691,1.0,Manager,manager_2999b735@example.com,Rita Keith,APPROVE,2025-01-17T14:00:00,
APR-69,00cf9c8c-9f01-483a-ad87-71a4cf5ba691,2.0,Finance_Recon,finance_ecab3301@example.com,Timothy Pham,APPROVE,2025-01-20T02:00:00,Finance reconciliation completed
APR-70,00d9f62d-9c1c-4a94-b8c0-1154086323eb,1.0,Manager,manager_3f87e362@example.com,Richard Rodriguez,APPROVE,2024-07-24T14:00:00,
APR-71,00d9f62d-9c1c-4a94-b8c0-1154086323eb,2.0,Finance_Recon,finance_787f2425@example.com,Robert Stevens,APPROVE,2024-07-26T02:00:00,Finance reconciliation completed
APR-73,00e286d9-bba9-4787-88de-55f378221099,1.1,Manager_RESUBMIT,manager_df0f06cb@example.com,Alexander Lee,RESUBMITTED,2024-02-07T00:00:00,Resubmitted by owner after additional docs
APR-73,00e286d9-bba9-4787-88de-55f378221099,1.0,Manager,manager_df0f06cb@example.com,Alexander Lee,REJECT,2024-02-08T00:00:00,Sent back for more receipts/details. Final decision: REJECT.
APR-75,00e716a7-2229-47f9-a46b-9c66f413217f,1.1,Manager_RESUBMIT,manager_11c58ef0@example.com,Diana May,RESUBMITTED,2024-07-11T12:00:00,Resubmitted by owner after additional docs
APR-75,00e716a7-2229-47f9-a46b-9c66f413217f,1.0,Manager,manager_11c58ef0@example.com,Diana May,APPROVE,2024-07-14T12:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-76,00e716a7-2229-47f9-a46b-9c66f413217f,2.0,Finance_Recon,finance_d7fa2d8d@example.com,Teresa Wilson,APPROVE,2024-07-18T05:00:00,Finance reconciliation completed
APR-78,00e8f3c1-9171-45bc-a7f7-8a8ce95155db,1.1,Manager_RESUBMIT,manager_94a1875d@example.com,Deborah Rodriguez,RESUBMITTED,2025-01-17T23:00:00,Resubmitted by owner after additional docs
APR-78,00e8f3c1-9171-45bc-a7f7-8a8ce95155db,1.0,Manager,manager_94a1875d@example.com,Deborah Rodriguez,APPROVE,2025-01-18T23:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-79,00e8f3c1-9171-45bc-a7f7-8a8ce95155db,2.0,Finance_Recon,finance_c9535b63@example.com,Larry Dixon,APPROVE,2025-01-21T12:00:00,Finance reconciliation completed
APR-80,00ee70c7-155f-40e3-8bae-4cb2c25a8ce1,1.0,Manager,manager_30a900ad@example.com,Michael Smith,APPROVE,2025-07-21T18:00:00,
APR-81,00ee70c7-155f-40e3-8bae-4cb2c25a8ce1,2.0,Finance_Recon,finance_afd5dea5@example.com,Natalie Lambert,APPROVE,2025-07-23T22:00:00,Finance reconciliation completed
APR-82,00ee9b45-6883-407c-9ac1-657b73108d17,1.0,Manager,manager_f2e9702d@example.com,Erin Edwards,APPROVE,2025-04-20T15:00:00,
APR-83,00ee9b45-6883-407c-9ac1-657b73108d17,2.0,Finance_Recon,finance_e6697833@example.com,Eric Ortiz,APPROVE,2025-04-23T01:00:00,Finance reconciliation completed
APR-84,00efff68-0aec-484f-ae15-82c349771014,1.0,Manager,manager_8dedf9fb@example.com,Jason Bentley,REJECT,2024-03-29T02:00:00,
APR-85,00fa8dd6-f063-461e-a44e-9332b562a910,1.0,Manager,manager_2c8d0e44@example.com,Elizabeth Kelley,APPROVE,2023-12-11T07:00:00,
APR-86,00fa8dd6-f063-461e-a44e-9332b562a910,2.0,Finance,finance_35ce8841@example.com,Kevin Pena,APPROVE,2023-12-14T14:00:00,
APR-87,00fa8dd6-f063-461e-a44e-9332b562a910,3.0,Finance_Recon,finance_acf5e81e@example.com,John Santana,APPROVE,2023-12-16T06:00:00,Finance reconciliation completed
APR-88,00fb6cb8-7836-4fec-8371-5cdb73e499ac,1.0,Manager,manager_a8aa7158@example.com,Jose Schultz,APPROVE,2025-06-10T18:00:00,
APR-89,00fb6cb8-7836-4fec-8371-5cdb73e499ac,2.0,Finance_Recon,finance_f3b63fe1@example.com,Megan Walker,APPROVE,2025-06-12T11:00:00,Finance reconciliation completed
APR-90,01057861-9d1d-4387-a133-d2b3ffe76cd3,1.0,Manager,manager_0bd4a990@example.com,John Atkinson,APPROVE,2025-04-17T07:00:00,
APR-91,01057861-9d1d-4387-a133-d2b3ffe76cd3,2.0,Finance,finance_e2d9de5d@example.com,Cheyenne Horton,APPROVE,2025-04-23T12:00:00,
APR-92,01057861-9d1d-4387-a133-d2b3ffe76cd3,3.0,Finance_Recon,finance_25c73c44@example.com,Abigail Potter,APPROVE,2025-04-24T09:00:00,Finance reconciliation completed
APR-94,0109b060-e016-4ee7-bd04-71ce86bfc96d,1.1,Manager_RESUBMIT,manager_c7468f59@example.com,Christopher Rubio,RESUBMITTED,2023-11-19T18:00:00,Resubmitted by owner after additional docs
APR-94,0109b060-e016-4ee7-bd04-71ce86bfc96d,1.0,Manager,manager_c7468f59@example.com,Christopher Rubio,APPROVE,2023-11-21T18:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-95,0109b060-e016-4ee7-bd04-71ce86bfc96d,2.0,Finance_Recon,finance_8eb22579@example.com,Ryan Bryant,APPROVE,2023-11-24T03:00:00,Finance reconciliation completed
APR-96,010f4120-88d5-4d87-927b-79a3f4063415,1.0,Manager,manager_87f8424d@example.com,Linda Dodson DVM,APPROVE,2024-06-27T11:00:00,
APR-97,010f4120-88d5-4d87-927b-79a3f4063415,2.0,DeptHead,depthead_e45b712e@example.com,Sandra Kelley,APPROVE,2024-07-03T14:00:00,
APR-98,010f4120-88d5-4d87-927b-79a3f4063415,3.0,Finance,finance_dc8aee30@example.com,David Wright,APPROVE,2024-07-09T08:00:00,
APR-99,010f4120-88d5-4d87-927b-79a3f4063415,4.0,Finance_Recon,finance_c715b2b9@example.com,Lori Hill,APPROVE,2024-07-12T20:00:00,Finance reconciliation completed
APR-100,011134a9-745e-42e5-9010-d1a7cfcb1a83,1.0,Manager,manager_3c07c574@example.com,Francisco Fernandez,APPROVE,2024-04-11T04:00:00,
APR-101,011134a9-745e-42e5-9010-d1a7cfcb1a83,2.0,DeptHead,depthead_620e99d3@example.com,Michelle Brown,APPROVE,2024-04-17T04:00:00,
APR-102,011134a9-745e-42e5-9010-d1a7cfcb1a83,3.0,Finance,finance_7746d0ba@example.com,Daniel Fisher,APPROVE,2024-04-22T05:00:00,
APR-103,011134a9-745e-42e5-9010-d1a7cfcb1a83,4.0,Finance_Recon,finance_f2311f17@example.com,Shannon Cannon,APPROVE,2024-04-24T19:00:00,Finance reconciliation completed
APR-104,01157869-f7cf-417d-a5c7-2b72dcf992d7,1.0,Manager,manager_f1578470@example.com,Paul Castaneda,APPROVE,2023-10-29T01:00:00,
APR-105,01157869-f7cf-417d-a5c7-2b72dcf992d7,2.0,Finance,finance_89c8d2ab@example.com,Kimberly Morrison,APPROVE,2023-11-01T06:00:00,
APR-106,01157869-f7cf-417d-a5c7-2b72dcf992d7,3.0,Finance_Recon,finance_45df16b6@example.com,Allen Rogers,APPROVE,2023-11-03T15:00:00,Finance reconciliation completed
APR-107,01231112-5c41-4a93-b1b3-b1cb74efa985,1.0,Manager,manager_b963f37f@example.com,John Anderson,APPROVE,2024-07-07T17:00:00,
APR-108,01231112-5c41-4a93-b1b3-b1cb74efa985,2.0,Finance_Recon,finance_e82c7d7b@example.com,Justin Johnson,APPROVE,2024-07-09T05:00:00,Finance reconciliation completed
APR-109,012d8ebe-f9c9-4432-9b95-c2f2c3943fff,1.0,Manager,manager_dde9f863@example.com,Anthony Gray,APPROVE,2025-01-15T04:00:00,
APR-110,012d8ebe-f9c9-4432-9b95-c2f2c3943fff,2.0,Finance_Recon,finance_56666f9f@example.com,Jamie Walton,APPROVE,2025-01-17T04:00:00,Finance reconciliation completed
APR-111,013062ba-442f-4be8-a61b-f73fb8d4687b,1.0,Manager,manager_d5bcb8d0@example.com,Alec Ryan,APPROVE,2024-08-22T09:00:00,
APR-112,013062ba-442f-4be8-a61b-f73fb8d4687b,2.0,Finance_Recon,finance_39669fa7@example.com,Rachael Pearson,APPROVE,2024-08-24T12:00:00,Finance reconciliation completed
APR-113,013d637c-3ba2-411c-8a13-f36857951d95,1.0,Manager,manager_3f4df561@example.com,Alex Hernandez,APPROVE,2025-07-15T21:00:00,
APR-114,013d637c-3ba2-411c-8a13-f36857951d95,2.0,Finance_Recon,finance_1d48a071@example.com,Claudia Lyons,APPROVE,2025-07-20T09:00:00,Finance reconciliation completed
APR-116,0142f689-81ed-4c26-b6d4-c85928ea6e9a,1.1,Manager_RESUBMIT,manager_9b1bc895@example.com,Nicole Wilson,RESUBMITTED,2024-09-14T04:00:00,Resubmitted by owner after additional docs
APR-116,0142f689-81ed-4c26-b6d4-c85928ea6e9a,1.0,Manager,manager_9b1bc895@example.com,Nicole Wilson,APPROVE,2024-09-15T04:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-117,0142f689-81ed-4c26-b6d4-c85928ea6e9a,2.0,DeptHead,depthead_4fa03f26@example.com,Alexander Collins,APPROVE,2024-09-16T12:00:00,
APR-118,0142f689-81ed-4c26-b6d4-c85928ea6e9a,3.0,Finance,finance_60141de9@example.com,Miguel Jones,REJECT,2024-09-21T07:00:00,
APR-119,014c7b72-2490-4598-b151-9383abe8bd9b,1.0,Manager,manager_3e2b6091@example.com,Raymond Jefferson,APPROVE,2024-08-13T03:00:00,
APR-120,014c7b72-2490-4598-b151-9383abe8bd9b,2.0,Finance_Recon,finance_cbd58bf6@example.com,Dr. Hannah Patterson,APPROVE,2024-08-16T06:00:00,Finance reconciliation completed
APR-121,014cb91e-69d4-4f25-a089-bcd5d3bc7d26,1.0,Manager,manager_a5c5650c@example.com,Samuel Short,APPROVE,2023-12-22T11:00:00,
APR-122,014cb91e-69d4-4f25-a089-bcd5d3bc7d26,2.0,Finance_Recon,finance_5cb85aed@example.com,Sandra Zimmerman,APPROVE,2023-12-24T02:00:00,Finance reconciliation completed
APR-123,0152ed97-eee2-49d9-825c-8c9a71c87b8d,1.0,Manager,manager_859131d2@example.com,Debra Morton,APPROVE,2024-02-20T12:00:00,
APR-124,0152ed97-eee2-49d9-825c-8c9a71c87b8d,2.0,Finance_Recon,finance_7701f7bb@example.com,Nicholas Adams,APPROVE,2024-02-22T17:00:00,Finance reconciliation completed
APR-125,0154cab6-ae84-4e7a-95b4-c2703ce1c8d2,1.0,Manager,manager_ef43613c@example.com,Stephen Sanchez,APPROVE,2024-08-04T12:00:00,
APR-126,0154cab6-ae84-4e7a-95b4-c2703ce1c8d2,2.0,Finance_Recon,finance_ab0e664e@example.com,Allen Rosales,APPROVE,2024-08-07T23:00:00,Finance reconciliation completed
APR-127,0157a110-0a14-44f3-ab09-654bf1529c00,1.0,Manager,manager_5ad5cf06@example.com,Gina Beard,APPROVE,2025-02-15T08:00:00,
APR-128,0157a110-0a14-44f3-ab09-654bf1529c00,2.0,DeptHead,depthead_8e485223@example.com,Travis Miller,APPROVE,2025-02-16T04:00:00,
APR-129,0157a110-0a14-44f3-ab09-654bf1529c00,3.0,Finance,finance_8e200724@example.com,Melissa Brewer,APPROVE,2025-02-22T13:00:00,
APR-130,0157a110-0a14-44f3-ab09-654bf1529c00,4.0,Finance_Recon,finance_046a0df5@example.com,Daniel Holt,APPROVE,2025-02-23T22:00:00,Finance reconciliation completed
APR-131,015cd4eb-085e-458e-8eb8-4a1065ab0d35,1.0,Manager,manager_5e781fd7@example.com,Joseph Coleman,APPROVE,2025-07-10T06:00:00,
APR-132,015cd4eb-085e-458e-8eb8-4a1065ab0d35,2.0,Finance_Recon,finance_5a104129@example.com,Denise King,APPROVE,2025-07-15T04:00:00,Finance reconciliation completed
APR-133,015dd8ae-9217-4456-b52d-63c5dff4f3e5,1.0,Manager,manager_50c7c006@example.com,Joshua Gill,APPROVE,2024-02-22T21:00:00,
APR-134,015dd8ae-9217-4456-b52d-63c5dff4f3e5,2.0,Finance_Recon,finance_bd1531c8@example.com,Dr. William Warren,APPROVE,2024-02-25T21:00:00,Finance reconciliation completed
APR-136,01710a7e-4063-46de-be10-20cc910dbad9,1.1,Manager_RESUBMIT,manager_d52721e7@example.com,Darren White,RESUBMITTED,2023-10-12T21:00:00,Resubmitted by owner after additional docs
APR-136,01710a7e-4063-46de-be10-20cc910dbad9,1.0,Manager,manager_d52721e7@example.com,Darren White,APPROVE,2023-10-14T21:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-137,01710a7e-4063-46de-be10-20cc910dbad9,2.0,Finance_Recon,finance_2067bdac@example.com,William Tran,APPROVE,2023-10-18T06:00:00,Finance reconciliation completed
APR-138,01718ab5-11e6-4c1f-8b32-76a6f3b563c1,1.0,Manager,manager_a34b6cf6@example.com,Katherine Salas,APPROVE,2023-10-09T12:00:00,
APR-139,01718ab5-11e6-4c1f-8b32-76a6f3b563c1,2.0,Finance,finance_7a8d03aa@example.com,Cody Williams,APPROVE,2023-10-12T06:00:00,
APR-140,01718ab5-11e6-4c1f-8b32-76a6f3b563c1,3.0,Finance_Recon,finance_1d34d08e@example.com,Jennifer Jones,APPROVE,2023-10-14T07:00:00,Finance reconciliation completed
APR-141,0171bd7a-a07a-4071-a2d7-e98a851a3ee1,1.0,Manager,manager_26d794d3@example.com,Justin Torres,APPROVE,2024-08-13T12:00:00,
APR-142,0171bd7a-a07a-4071-a2d7-e98a851a3ee1,2.0,Finance,finance_8edddfcd@example.com,Lisa Gibbs,APPROVE,2024-08-15T22:00:00,
APR-143,0171bd7a-a07a-4071-a2d7-e98a851a3ee1,3.0,Finance_Recon,finance_61607459@example.com,Jeremy Dalton,APPROVE,2024-08-19T12:00:00,Finance reconciliation completed
APR-144,018a3240-946a-4b5a-b2e8-3d003bd556c7,1.0,Manager,manager_9191b363@example.com,Lisa Singh,APPROVE,2025-02-17T21:00:00,
APR-145,018a3240-946a-4b5a-b2e8-3d003bd556c7,2.0,Finance_Recon,finance_a021c0ca@example.com,Matthew Moore,APPROVE,2025-02-20T04:00:00,Finance reconciliation completed
APR-146,018a93c5-04f8-49d2-9195-950bfb381da6,1.0,Manager,manager_2812859a@example.com,Jerry Wheeler,APPROVE,2025-09-18T16:00:00,
APR-147,018a93c5-04f8-49d2-9195-950bfb381da6,2.0,Finance,finance_49c13de7@example.com,Michele Gibson,APPROVE,2025-09-22T10:00:00,
APR-148,018a93c5-04f8-49d2-9195-950bfb381da6,3.0,Finance_Recon,finance_43b9da13@example.com,Lori Guerrero,APPROVE,2025-09-25T02:00:00,Finance reconciliation completed
APR-149,018f214b-1109-4c47-9c03-4c9404c3f48b,1.0,Manager,manager_1d61fac3@example.com,Maria Kerr,APPROVE,2024-03-18T04:00:00,
APR-150,018f214b-1109-4c47-9c03-4c9404c3f48b,2.0,Finance_Recon,finance_0f44704f@example.com,Eric Curry,APPROVE,2024-03-21T20:00:00,Finance reconciliation completed
APR-151,01979497-20e9-436c-9b50-a86a6042911d,1.0,Manager,manager_706c5c56@example.com,Michael Lyons,APPROVE,2025-07-31T14:00:00,
APR-152,01979497-20e9-436c-9b50-a86a6042911d,2.0,Finance,finance_8a3c3b5e@example.com,Bobby Williams MD,APPROVE,2025-08-06T13:00:00,
APR-153,01979497-20e9-436c-9b50-a86a6042911d,3.0,Finance_Recon,finance_069f14f1@example.com,Vernon Huff,APPROVE,2025-08-10T14:00:00,Finance reconciliation completed
APR-154,0197dc48-92f3-4a0f-b717-e724cf653d87,1.0,Manager,manager_054f92ff@example.com,Miss Debra Williams PhD,APPROVE,2024-01-20T20:00:00,
APR-155,0197dc48-92f3-4a0f-b717-e724cf653d87,2.0,Finance_Recon,finance_7135f221@example.com,Catherine Richards,APPROVE,2024-01-24T03:00:00,Finance reconciliation completed
